[DEBUG] 2020-04-06 21:28:03.085 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-06 21:28:03.086 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-06 21:28:03.088 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-06 21:28:03.129 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-06 21:28:03.130 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-06 21:28:03.232 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-06 21:28:03.233 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-06 21:28:03.240 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-06 21:28:03.391 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-06 21:28:03.404 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-06 21:28:03.405 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-04-06 21:28:03.655 [main] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2020-04-06 21:28:03.655 [main] PropertyBinder - Building property description
[DEBUG] 2020-04-06 21:28:03.655 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=publication_date, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-06 21:28:03.655 [main] PropertyBinder - MetadataSourceProcessor property pubDate with lazy=false
[DEBUG] 2020-04-06 21:28:03.655 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:pubDate]
[DEBUG] 2020-04-06 21:28:03.655 [main] SimpleValueBinder - building SimpleValue for pubDate
[DEBUG] 2020-04-06 21:28:03.655 [main] PropertyBinder - Building property pubDate
[DEBUG] 2020-04-06 21:28:03.656 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=title, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-06 21:28:03.656 [main] PropertyBinder - MetadataSourceProcessor property title with lazy=false
[DEBUG] 2020-04-06 21:28:03.656 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:title]
[DEBUG] 2020-04-06 21:28:03.656 [main] SimpleValueBinder - building SimpleValue for title
[DEBUG] 2020-04-06 21:28:03.656 [main] PropertyBinder - Building property title
[DEBUG] 2020-04-06 21:28:03.656 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=updated_at, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-06 21:28:03.656 [main] PropertyBinder - MetadataSourceProcessor property updatedAt with lazy=false
[DEBUG] 2020-04-06 21:28:03.656 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:updatedAt]
[DEBUG] 2020-04-06 21:28:03.656 [main] SimpleValueBinder - building SimpleValue for updatedAt
[DEBUG] 2020-04-06 21:28:03.656 [main] PropertyBinder - Building property updatedAt
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for postId
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for author
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for category
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for createdAt
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for description
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for pubDate
[DEBUG] 2020-04-06 21:28:03.658 [main] SimpleValueBinder - Starting fillSimpleValue for title
[DEBUG] 2020-04-06 21:28:03.659 [main] SimpleValueBinder - Starting fillSimpleValue for updatedAt
[DEBUG] 2020-04-06 21:28:03.659 [main] PrimaryKey - Forcing column [post_id] to be non-null as it is part of the primary key for table [post]
[DEBUG] 2020-04-06 21:28:03.681 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - SessionFactory name : null
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Statistics: disabled
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Default entity-mode: pojo
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Default batch fetch size: -1
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2020-04-06 21:28:03.682 [main] Settings - Default null ordering: NONE
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Query language substitutions: {}
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Named query checking : enabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Second-level cache: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Second-level query cache: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Second-level query cache factory: null
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Second-level cache region prefix: null
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Structured second-level cache entries: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JDBC batch size: 15
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Scrollable result sets: enabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Wrap result sets: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JDBC result set fetch size: null
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - Generate SQL with comments: disabled
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JPA compliance - query : 
[DEBUG] 2020-04-06 21:28:03.683 [main] Settings - JPA compliance - closed-handling : 
[DEBUG] 2020-04-06 21:28:03.684 [main] Settings - JPA compliance - lists : 
[DEBUG] 2020-04-06 21:28:03.684 [main] Settings - JPA compliance - transactions : 
[INFO ] 2020-04-06 21:28:03.717 [main] beans - HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[DEBUG] 2020-04-06 21:28:03.728 [main] SessionFactoryImpl - Session factory constructed with filter configurations : {}
[DEBUG] 2020-04-06 21:28:03.728 [main] SessionFactoryImpl - Instantiating session factory with properties: {sun.desktop=gnome, awt.toolkit=sun.awt.X11.XToolkit, dialect=org.hibernate.dialect.MySQLDialect, java.specification.version=11, sun.cpu.isalist=, hibernate.c3p0.idle_test_period=3000, sun.jnu.encoding=UTF-8, hibernate.dialect=org.hibernate.dialect.MySQLDialect, hibernate.c3p0.min_size=5, java.class.path=/home/yiax/intellij/lib/idea_rt.jar:/home/yiax/intellij/plugins/junit/lib/junit5-rt.jar:/home/yiax/intellij/plugins/junit/lib/junit-rt.jar:/home/yiax/GitHubRepos/javaent/jey-blog/target/test-classes:/home/yiax/GitHubRepos/javaent/jey-blog/target/classes:/home/yiax/.m2/repository/javax/javaee-web-api/7.0/javaee-web-api-7.0.jar:/home/yiax/.m2/repository/org/hibernate/hibernate-core/5.4.4.Final/hibernate-core-5.4.4.Final.jar:/home/yiax/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar:/home/yiax/.m2/repository/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar:/home/yiax/.m2/repository/org/javassist/javassist/3.24.0-GA/javassist-3.24.0-GA.jar:/home/yiax/.m2/repository/net/bytebuddy/byte-buddy/1.9.11/byte-buddy-1.9.11.jar:/home/yiax/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/home/yiax/.m2/repository/org/jboss/spec/javax/transaction/jboss-transaction-api_1.2_spec/1.1.1.Final/jboss-transaction-api_1.2_spec-1.1.1.Final.jar:/home/yiax/.m2/repository/org/jboss/jandex/2.0.5.Final/jandex-2.0.5.Final.jar:/home/yiax/.m2/repository/com/fasterxml/classmate/1.3.4/classmate-1.3.4.jar:/home/yiax/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar:/home/yiax/.m2/repository/org/dom4j/dom4j/2.1.1/dom4j-2.1.1.jar:/home/yiax/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.1.0.Final/hibernate-commons-annotations-5.1.0.Final.jar:/home/yiax/.m2/repository/javax/xml/bind/jaxb-api/2.3.1/jaxb-api-2.3.1.jar:/home/yiax/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.1/jaxb-runtime-2.3.1.jar:/home/yiax/.m2/repository/org/glassfish/jaxb/txw2/2.3.1/txw2-2.3.1.jar:/home/yiax/.m2/repository/com/sun/istack/istack-commons-runtime/3.0.7/istack-commons-runtime-3.0.7.jar:/home/yiax/.m2/repository/org/jvnet/staxex/stax-ex/1.8/stax-ex-1.8.jar:/home/yiax/.m2/repository/com/sun/xml/fastinfoset/FastInfoset/1.2.15/FastInfoset-1.2.15.jar:/home/yiax/.m2/repository/mysql/mysql-connector-java/8.0.17/mysql-connector-java-8.0.17.jar:/home/yiax/.m2/repository/com/google/protobuf/protobuf-java/3.6.1/protobuf-java-3.6.1.jar:/home/yiax/.m2/repository/jstl/jstl/1.2/jstl-1.2.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-catalina/8.5.3/tomcat-catalina-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-servlet-api/8.5.3/tomcat-servlet-api-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-jsp-api/8.5.3/tomcat-jsp-api-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-el-api/8.5.3/tomcat-el-api-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-juli/8.5.3/tomcat-juli-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-annotations-api/8.5.3/tomcat-annotations-api-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-api/8.5.3/tomcat-api-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-jni/8.5.3/tomcat-jni-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-coyote/8.5.3/tomcat-coyote-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-util/8.5.3/tomcat-util-8.5.3.jar:/home/yiax/.m2/repository/org/apache/tomcat/tomcat-util-scan/8.5.3/tomcat-util-scan-8.5.3.jar:/home/yiax/.m2/repository/junit/junit/4.12/junit-4.12.jar:/home/yiax/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/home/yiax/.m2/repository/org/apache/logging/log4j/log4j-api/2.10.0/log4j-api-2.10.0.jar:/home/yiax/.m2/repository/org/apache/logging/log4j/log4j-core/2.10.0/log4j-core-2.10.0.jar:/home/yiax/.m2/repository/org/glassfish/jersey/core/jersey-client/2.29.1/jersey-client-2.29.1.jar:/home/yiax/.m2/repository/jakarta/ws/rs/jakarta.ws.rs-api/2.1.6/jakarta.ws.rs-api-2.1.6.jar:/home/yiax/.m2/repository/org/glassfish/jersey/core/jersey-common/2.29.1/jersey-common-2.29.1.jar:/home/yiax/.m2/repository/jakarta/annotation/jakarta.annotation-api/1.3.5/jakarta.annotation-api-1.3.5.jar:/home/yiax/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.3/osgi-resource-locator-1.0.3.jar:/home/yiax/.m2/repository/com/sun/activation/jakarta.activation/1.2.1/jakarta.activation-1.2.1.jar:/home/yiax/.m2/repository/org/glassfish/hk2/external/jakarta.inject/2.6.1/jakarta.inject-2.6.1.jar:/home/yiax/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet/2.29.1/jersey-container-servlet-2.29.1.jar:/home/yiax/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.29.1/jersey-container-servlet-core-2.29.1.jar:/home/yiax/.m2/repository/org/glassfish/jersey/core/jersey-server/2.29.1/jersey-server-2.29.1.jar:/home/yiax/.m2/repository/org/glassfish/jersey/media/jersey-media-jaxb/2.29.1/jersey-media-jaxb-2.29.1.jar:/home/yiax/.m2/repository/jakarta/validation/jakarta.validation-api/2.0.2/jakarta.validation-api-2.0.2.jar:/home/yiax/.m2/repository/jakarta/xml/bind/jakarta.xml.bind-api/2.3.2/jakarta.xml.bind-api-2.3.2.jar:/home/yiax/.m2/repository/jakarta/activation/jakarta.activation-api/1.2.1/jakarta.activation-api-1.2.1.jar:/home/yiax/.m2/repository/org/glassfish/jersey/inject/jersey-hk2/2.29.1/jersey-hk2-2.29.1.jar:/home/yiax/.m2/repository/org/glassfish/hk2/hk2-locator/2.6.1/hk2-locator-2.6.1.jar:/home/yiax/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.6.1/aopalliance-repackaged-2.6.1.jar:/home/yiax/.m2/repository/org/glassfish/hk2/hk2-api/2.6.1/hk2-api-2.6.1.jar:/home/yiax/.m2/repository/org/glassfish/hk2/hk2-utils/2.6.1/hk2-utils-2.6.1.jar:/home/yiax/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.10.0/jackson-core-2.10.0.jar:/home/yiax/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.10.0/jackson-annotations-2.10.0.jar:/home/yiax/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.10.0/jackson-databind-2.10.0.jar:/home/yiax/.m2/repository/org/projectlombok/lombok/1.18.10/lombok-1.18.10.jar:/home/yiax/.m2/repository/org/junit/platform/junit-platform-runner/1.0.0/junit-platform-runner-1.0.0.jar:/home/yiax/.m2/repository/org/apiguardian/apiguardian-api/1.0.0/apiguardian-api-1.0.0.jar:/home/yiax/.m2/repository/org/junit/platform/junit-platform-launcher/1.0.0/junit-platform-launcher-1.0.0.jar:/home/yiax/.m2/repository/org/junit/platform/junit-platform-suite-api/1.0.0/junit-platform-suite-api-1.0.0.jar:/home/yiax/.m2/repository/org/junit/platform/junit-platform-commons/1.0.0/junit-platform-commons-1.0.0.jar:/home/yiax/.m2/repository/org/junit/vintage/junit-vintage-engine/4.12.0/junit-vintage-engine-4.12.0.jar:/home/yiax/.m2/repository/org/junit/platform/junit-platform-engine/1.0.0/junit-platform-engine-1.0.0.jar:/home/yiax/.m2/repository/org/opentest4j/opentest4j/1.0.0/opentest4j-1.0.0.jar:/home/yiax/.m2/repository/org/junit/jupiter/junit-jupiter-engine/5.0.0/junit-jupiter-engine-5.0.0.jar:/home/yiax/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.0.0/junit-jupiter-api-5.0.0.jar, java.vm.vendor=Ubuntu, sun.arch.data.model=64, idea.test.cyclic.buffer.size=1048576, java.vendor.url=https://ubuntu.com/, user.timezone=America/Chicago, os.name=Linux, java.vm.specification.version=11, sun.java.launcher=SUN_STANDARD, user.country=US, sun.boot.library.path=/usr/lib/jvm/java-11-openjdk-amd64/lib, sun.java.command=com.intellij.rt.junit.JUnitStarter -ideVersion5 -junit5 com.jeyblog.perisistence.BlogPostDaoTest,saveOrUpdatePost, jdk.debug=release, sun.cpu.endian=little, user.home=/home/yiax, hibernate.c3p0.max_statements=50, user.language=en, java.specification.vendor=Oracle Corporation, java.version.date=2020-01-14, java.home=/usr/lib/jvm/java-11-openjdk-amd64, file.separator=/, java.vm.compressedOopsMode=32-bit, line.separator=
, hibernate.c3p0.timeout=300, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, connection.password=jeyTesting12, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, hibernate.c3p0.max_size=20, java.runtime.version=11.0.6+10-post-Ubuntu-1ubuntu118.04.1, user.name=yiax, path.separator=:, hibernate.connection.username=****, os.version=5.3.0-45-generic, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/test_blog, file.encoding=UTF-8, java.vm.name=OpenJDK 64-Bit Server VM, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=https://bugs.launchpad.net/ubuntu/+source/openjdk-lts, java.io.tmpdir=/tmp, java.version=11.0.6, user.dir=/home/yiax/GitHubRepos/javaent/jey-blog, os.arch=amd64, connection.username=tester, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.print.PSPrinterJob, hibernate.connection.password=****, sun.os.patch.level=unknown, connection.driver_class=com.mysql.cj.jdbc.Driver, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@4e83a98, java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.vendor=Ubuntu, java.vm.info=mixed mode, sharing, java.vm.version=11.0.6+10-post-Ubuntu-1ubuntu118.04.1, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, connection.url=jdbc:mysql://localhost:3306/test_blog, java.class.version=55.0}
[DEBUG] 2020-04-06 21:28:03.739 [main] TypeSafeActivator - Unable to acquire Bean Validation ValidatorFactory, skipping activation
[DEBUG] 2020-04-06 21:28:03.739 [main] JaccIntegrator - Skipping JACC integration as it was not enabled
[DEBUG] 2020-04-06 21:28:03.740 [main] SessionFactoryImpl - Instantiated session factory
[DEBUG] 2020-04-06 21:28:03.740 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@36417a54] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@748f93bb]
[DEBUG] 2020-04-06 21:28:03.770 [main] ClassLoaderAccessImpl - Not known whether passed class name [com.jeyblog.entity.Post] is safe
[DEBUG] 2020-04-06 21:28:03.770 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.jeyblog.entity.Post
[DEBUG] 2020-04-06 21:28:03.780 [main] ClassLoaderAccessImpl - Not known whether passed class name [com.jeyblog.entity.Post] is safe
[DEBUG] 2020-04-06 21:28:03.780 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.jeyblog.entity.Post
[DEBUG] 2020-04-06 21:28:03.902 [main] AbstractEntityPersister - Static SQL for entity: com.jeyblog.entity.Post
[DEBUG] 2020-04-06 21:28:03.902 [main] AbstractEntityPersister -  Version select: select post_id from Post where post_id =?
[DEBUG] 2020-04-06 21:28:03.902 [main] AbstractEntityPersister -  Snapshot select: select post_.post_id, post_.author as author2_0_, post_.category as category3_0_, post_.created_at as created_4_0_, post_.description as descript5_0_, post_.publication_date as publicat6_0_, post_.title as title7_0_, post_.updated_at as updated_8_0_ from Post post_ where post_.post_id=?
[DEBUG] 2020-04-06 21:28:03.902 [main] AbstractEntityPersister -  Insert 0: insert into Post (author, category, created_at, description, publication_date, title, updated_at, post_id) values (?, ?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2020-04-06 21:28:03.903 [main] AbstractEntityPersister -  Update 0: update Post set author=?, category=?, created_at=?, description=?, publication_date=?, title=?, updated_at=? where post_id=?
[DEBUG] 2020-04-06 21:28:03.903 [main] AbstractEntityPersister -  Delete 0: delete from Post where post_id=?
[DEBUG] 2020-04-06 21:28:03.903 [main] AbstractEntityPersister -  Identity insert: insert into Post (author, category, created_at, description, publication_date, title, updated_at) values (?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2020-04-06 21:28:03.914 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@392781e]
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : author
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : category
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : createdAt
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : description
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : pubDate
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : title
[DEBUG] 2020-04-06 21:28:03.914 [main] MetamodelGraphWalker - Visiting attribute path : updatedAt
[DEBUG] 2020-04-06 21:28:03.915 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2020-04-06 21:28:03.921 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2020-04-06 21:28:03.923 [main] LoadPlanTreePrinter - LoadPlan(entity=com.jeyblog.entity.Post)
    - Returns
       - EntityReturnImpl(entity=com.jeyblog.entity.Post, querySpaceUid=<gen:0>, path=com.jeyblog.entity.Post)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.jeyblog.entity.Post)
          - SQL table alias mapping - post0_
          - alias suffix - 0_
          - suffixed key columns - {post_id1_0_0_}

[DEBUG] 2020-04-06 21:28:03.924 [main] EntityLoader - Static select for entity com.jeyblog.entity.Post [NONE]: select post0_.post_id as post_id1_0_0_, post0_.author as author2_0_0_, post0_.category as category3_0_0_, post0_.created_at as created_4_0_0_, post0_.description as descript5_0_0_, post0_.publication_date as publicat6_0_0_, post0_.title as title7_0_0_, post0_.updated_at as updated_8_0_0_ from Post post0_ where post0_.post_id=?
[DEBUG] 2020-04-06 21:28:03.924 [main] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2180e789]
[DEBUG] 2020-04-06 21:28:03.924 [main] MetamodelGraphWalker - Visiting attribute path : author
[DEBUG] 2020-04-06 21:28:03.924 [main] MetamodelGraphWalker - Visiting attribute path : category
[DEBUG] 2020-04-06 21:28:03.925 [main] MetamodelGraphWalker - Visiting attribute path : createdAt
[DEBUG] 2020-04-06 21:28:03.925 [main] MetamodelGraphWalker - Visiting attribute path : description
[DEBUG] 2020-04-06 21:28:03.925 [main] MetamodelGraphWalker - Visiting attribute path : pubDate
[DEBUG] 2020-04-06 21:28:03.925 [main] MetamodelGraphWalker - Visiting attribute path : title
[DEBUG] 2020-04-06 21:28:03.925 [main] MetamodelGraphWalker - Visiting attribute path : updatedAt
[DEBUG] 2020-04-06 21:28:03.925 [main] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2020-04-06 21:28:03.925 [main] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2020-04-06 21:28:03.925 [main] LoadPlanTreePrinter - LoadPlan(entity=com.jeyblog.entity.Post)
    - Returns
       - EntityReturnImpl(entity=com.jeyblog.entity.Post, querySpaceUid=<gen:0>, path=com.jeyblog.entity.Post)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.jeyblog.entity.Post)
          - SQL table alias mapping - post0_
          - alias suffix - 0_
          - suffixed key columns - {post_id1_0_0_}

[DEBUG] 2020-04-06 21:28:03.925 [main] EntityLoader - Static select for entity com.jeyblog.entity.Post [READ]: select post0_.post_id as post_id1_0_0_, post0_.author as author2_0_0_, post0_.category as category3_0_0_, post0_.created_at as created_4_0_0_, post0_.description as descript5_0_0_, post0_.publication_date as publicat6_0_0_, post0_.title as title7_0_0_, post0_.updated_at as updated_8_0_0_ from Post post0_ where post0_.post_id=?
[DEBUG] 2020-04-06 21:28:03.933 [main] Loader - Static select for action ACTION_MERGE on entity com.jeyblog.entity.Post: select post0_.post_id as post_id1_0_0_, post0_.author as author2_0_0_, post0_.category as category3_0_0_, post0_.created_at as created_4_0_0_, post0_.description as descript5_0_0_, post0_.publication_date as publicat6_0_0_, post0_.title as title7_0_0_, post0_.updated_at as updated_8_0_0_ from Post post0_ where post0_.post_id=?
[DEBUG] 2020-04-06 21:28:03.933 [main] Loader - Static select for action ACTION_REFRESH on entity com.jeyblog.entity.Post: select post0_.post_id as post_id1_0_0_, post0_.author as author2_0_0_, post0_.category as category3_0_0_, post0_.created_at as created_4_0_0_, post0_.description as descript5_0_0_, post0_.publication_date as publicat6_0_0_, post0_.title as title7_0_0_, post0_.updated_at as updated_8_0_0_ from Post post0_ where post0_.post_id=?
[DEBUG] 2020-04-06 21:28:03.973 [main] SchemaManagementToolCoordinator - No actions specified; doing nothing
[DEBUG] 2020-04-06 21:28:03.974 [main] JtaPlatformInitiator - No JtaPlatform was specified, checking resolver
[DEBUG] 2020-04-06 21:28:03.974 [main] JtaPlatformResolverInitiator - No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
[DEBUG] 2020-04-06 21:28:03.977 [main] StandardJtaPlatformResolver - Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
[INFO ] 2020-04-06 21:28:03.977 [main] JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
[DEBUG] 2020-04-06 21:28:03.977 [main] NamedQueryRepository - Checking 0 named HQL queries
[DEBUG] 2020-04-06 21:28:03.978 [main] NamedQueryRepository - Checking 0 named SQL queries
[DEBUG] 2020-04-06 21:28:03.979 [main] SessionFactoryRegistry - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@72ce812e
[DEBUG] 2020-04-06 21:28:03.980 [main] SessionFactoryRegistry - Registering SessionFactory: 8899c0e6-f946-4658-8974-7ddfd2ee11f9 (<unnamed>)
