[DEBUG] 2020-04-07 10:33:35.568 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-07 10:33:35.571 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-07 10:33:35.574 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-07 10:33:35.642 [http-nio-8080-exec-7] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-07 10:33:35.644 [http-nio-8080-exec-7] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-07 10:33:35.822 [http-nio-8080-exec-7] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-07 10:33:35.823 [http-nio-8080-exec-7] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-07 10:33:35.846 [http-nio-8080-exec-7] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-07 10:33:36.256 [http-nio-8080-exec-7] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-07 10:33:36.276 [http-nio-8080-exec-7] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-07 10:33:36.277 [http-nio-8080-exec-7] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-04-07 10:33:37.087 [http-nio-8080-exec-7] AnnotationBinder - Binding entity from annotated class: com.jeyblog.entity.Post
[DEBUG] 2020-04-07 10:33:37.110 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-04-07 10:33:37.117 [http-nio-8080-exec-7] EntityBinder - Import with entity name Post
[DEBUG] 2020-04-07 10:33:37.119 [http-nio-8080-exec-7] EntityBinder - Bind entity com.jeyblog.entity.Post on table Post
[DEBUG] 2020-04-07 10:33:37.138 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=post_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.142 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property postId with lazy=false
[DEBUG] 2020-04-07 10:33:37.145 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:postId]
[DEBUG] 2020-04-07 10:33:37.148 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for postId
[DEBUG] 2020-04-07 10:33:37.150 [http-nio-8080-exec-7] PropertyBinder - Building property postId
[DEBUG] 2020-04-07 10:33:37.152 [http-nio-8080-exec-7] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(post_id)]), postId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-04-07 10:33:37.156 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=author, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.156 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property author with lazy=false
[DEBUG] 2020-04-07 10:33:37.156 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:author]
[DEBUG] 2020-04-07 10:33:37.156 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for author
[DEBUG] 2020-04-07 10:33:37.156 [http-nio-8080-exec-7] PropertyBinder - Building property author
[DEBUG] 2020-04-07 10:33:37.157 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=category, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.157 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property category with lazy=false
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:category]
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for category
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] PropertyBinder - Building property category
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=created_at, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property createdAt with lazy=false
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:createdAt]
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for createdAt
[DEBUG] 2020-04-07 10:33:37.158 [http-nio-8080-exec-7] PropertyBinder - Building property createdAt
[DEBUG] 2020-04-07 10:33:37.164 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=description, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.164 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2020-04-07 10:33:37.164 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:description]
[DEBUG] 2020-04-07 10:33:37.164 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2020-04-07 10:33:37.164 [http-nio-8080-exec-7] PropertyBinder - Building property description
[DEBUG] 2020-04-07 10:33:37.164 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=publication_date, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.165 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property pubDate with lazy=false
[DEBUG] 2020-04-07 10:33:37.165 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:pubDate]
[DEBUG] 2020-04-07 10:33:37.165 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for pubDate
[DEBUG] 2020-04-07 10:33:37.168 [http-nio-8080-exec-7] PropertyBinder - Building property pubDate
[DEBUG] 2020-04-07 10:33:37.168 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=title, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.168 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property title with lazy=false
[DEBUG] 2020-04-07 10:33:37.168 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:title]
[DEBUG] 2020-04-07 10:33:37.169 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for title
[DEBUG] 2020-04-07 10:33:37.169 [http-nio-8080-exec-7] PropertyBinder - Building property title
[DEBUG] 2020-04-07 10:33:37.169 [http-nio-8080-exec-7] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=updated_at, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-07 10:33:37.169 [http-nio-8080-exec-7] PropertyBinder - MetadataSourceProcessor property updatedAt with lazy=false
[DEBUG] 2020-04-07 10:33:37.169 [http-nio-8080-exec-7] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:updatedAt]
[DEBUG] 2020-04-07 10:33:37.170 [http-nio-8080-exec-7] SimpleValueBinder - building SimpleValue for updatedAt
[DEBUG] 2020-04-07 10:33:37.170 [http-nio-8080-exec-7] PropertyBinder - Building property updatedAt
[DEBUG] 2020-04-07 10:33:37.172 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for postId
[DEBUG] 2020-04-07 10:33:37.172 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for author
[DEBUG] 2020-04-07 10:33:37.173 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for category
[DEBUG] 2020-04-07 10:33:37.173 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for createdAt
[DEBUG] 2020-04-07 10:33:37.173 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for description
[DEBUG] 2020-04-07 10:33:37.173 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for pubDate
[DEBUG] 2020-04-07 10:33:37.173 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for title
[DEBUG] 2020-04-07 10:33:37.173 [http-nio-8080-exec-7] SimpleValueBinder - Starting fillSimpleValue for updatedAt
[DEBUG] 2020-04-07 10:33:37.174 [http-nio-8080-exec-7] PrimaryKey - Forcing column [post_id] to be non-null as it is part of the primary key for table [post]
[DEBUG] 2020-04-07 10:33:37.206 [http-nio-8080-exec-7] SessionFactoryImpl - Building session factory
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - SessionFactory name : null
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Statistics: disabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Default entity-mode: pojo
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Default batch fetch size: -1
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Default null ordering: NONE
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2020-04-07 10:33:37.207 [http-nio-8080-exec-7] Settings - multi-tenancy strategy : NONE
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - JTA Track by Thread: enabled
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - Query language substitutions: {}
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - Named query checking : enabled
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - Second-level cache: disabled
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - Second-level query cache: disabled
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - Second-level query cache factory: null
[DEBUG] 2020-04-07 10:33:37.208 [http-nio-8080-exec-7] Settings - Second-level cache region prefix: null
[DEBUG] 2020-04-07 10:33:37.209 [http-nio-8080-exec-7] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2020-04-07 10:33:37.209 [http-nio-8080-exec-7] Settings - Structured second-level cache entries: disabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JDBC batch size: 15
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - Scrollable result sets: enabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - Wrap result sets: disabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JDBC result set fetch size: null
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - Generate SQL with comments: disabled
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JPA compliance - query : 
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JPA compliance - closed-handling : 
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JPA compliance - lists : 
[DEBUG] 2020-04-07 10:33:37.211 [http-nio-8080-exec-7] Settings - JPA compliance - transactions : 
[INFO ] 2020-04-07 10:33:37.264 [http-nio-8080-exec-7] beans - HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[DEBUG] 2020-04-07 10:33:37.285 [http-nio-8080-exec-7] SessionFactoryImpl - Session factory constructed with filter configurations : {}
[DEBUG] 2020-04-07 10:33:37.285 [http-nio-8080-exec-7] SessionFactoryImpl - Instantiating session factory with properties: {awt.toolkit=sun.awt.X11.XToolkit, java.specification.version=11, sun.cpu.isalist=, hibernate.c3p0.idle_test_period=3000, sun.jnu.encoding=UTF-8, hibernate.c3p0.min_size=5, sun.arch.data.model=64, java.vendor.url=https://ubuntu.com/, catalina.useNaming=true, openejb.provider.default=org.apache.tomee, sun.boot.library.path=/usr/lib/jvm/java-11-openjdk-amd64/lib, com.sun.management.jmxremote.ssl=false, sun.java.command=org.apache.catalina.startup.Bootstrap start, jdk.debug=release, java.specification.vendor=Oracle Corporation, java.naming.factory.url.pkgs=org.apache.naming:org.apache.openejb.core.ivm.naming, openejb.embedder.source=ServerListener, java.version.date=2020-01-14, java.home=/usr/lib/jvm/java-11-openjdk-amd64, ignore.endorsed.dirs=, file.separator=/, java.vm.compressedOopsMode=32-bit, line.separator=
, hibernate.c3p0.timeout=300, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, openejb.scan.webapp.container=true, com.sun.management.jmxremote.password.file=/home/student/.IntelliJIdea2019.3/system/tomcat/Unnamed_jey-blog/jmxremote.password, package.definition=sun.,java.,org.apache.catalina.,org.apache.coyote.,org.apache.jasper.,org.apache.naming.,org.apache.tomcat., openejb.deployments.classpath.filter.systemapps=false, jdk.tls.ephemeralDHKeySize=2048, java.util.logging.config.file=/home/student/.IntelliJIdea2019.3/system/tomcat/Unnamed_jey-blog/conf/logging.properties, java.protocol.handler.pkgs=org.apache.catalina.webresources, connection.password=jeyTesting12, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, openejb.scan.webapp.container.excludes=, java.runtime.version=11.0.6+10-post-Ubuntu-1ubuntu118.04.1, user.name=student, org.apache.johnzon.max-string-length=8192, file.encoding=UTF-8, derby.system.home=/home/student/tomcat/bin, org.apache.catalina.security.SecurityListener.UMASK=0027, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.io.tmpdir=/home/student/tomcat/temp, tomcat.util.scan.StandardJarScanFilter.jarsToScan=log4j-taglib*.jar,log4j-web*.jar,log4javascript*.jar,slf4j-taglib*.jar, java.version=11.0.6, com.sun.management.jmxremote.port=1099, tomcat.util.scan.StandardJarScanFilter.jarsToSkip=annotations-api.jar,ant-junit*.jar,ant-launcher.jar,ant.jar,asm-*.jar,aspectj*.jar,bootstrap.jar,catalina-ant.jar,catalina-ha.jar,catalina-jmx-remote.jar,catalina-storeconfig.jar,catalina-tribes.jar,catalina-ws.jar,catalina.jar,cglib-*.jar,cobertura-*.jar,commons-beanutils*.jar,commons-codec*.jar,commons-collections*.jar,commons-daemon.jar,commons-dbcp*.jar,commons-digester*.jar,commons-fileupload*.jar,commons-httpclient*.jar,commons-io*.jar,commons-lang*.jar,commons-logging*.jar,commons-math*.jar,commons-pool*.jar,dom4j-*.jar,easymock-*.jar,ecj-*.jar,el-api.jar,geronimo-spec-jaxrpc*.jar,h2*.jar,hamcrest-*.jar,hibernate*.jar,httpclient*.jar,icu4j-*.jar,jasper-el.jar,jasper.jar,jaspic-api.jar,jaxb-*.jar,jaxen-*.jar,jdom-*.jar,jetty-*.jar,jmx-tools.jar,jmx.jar,jsp-api.jar,jstl.jar,jta*.jar,junit-*.jar,junit.jar,log4j*.jar,mail*.jar,objenesis-*.jar,oraclepki.jar,oro-*.jar,servlet-api-*.jar,servlet-api.jar,slf4j*.jar,taglibs-standard-spec-*.jar,tagsoup-*.jar,tomcat-api.jar,tomcat-coyote.jar,tomcat-dbcp.jar,tomcat-i18n-*.jar,tomcat-jdbc.jar,tomcat-jni.jar,tomcat-juli-adapters.jar,tomcat-juli.jar,tomcat-util-scan.jar,tomcat-util.jar,tomcat-websocket.jar,tools.jar,websocket-api.jar,wsdl4j*.jar,xercesImpl.jar,xml-apis.jar,xmlParserAPIs-*.jar,xmlParserAPIs.jar,xom-*.jar, connection.username=tester, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.print.PSPrinterJob, sun.os.patch.level=unknown, connection.driver_class=com.mysql.cj.jdbc.Driver, tomcat.built=May 4 2019 09:17:16 UTC, java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.vendor=Ubuntu, tomee.version=7.1.1, java.rmi.server.randomIDs=true, sun.io.unicode.encoding=UnicodeLittle, tomcat.util.buf.StringCache.byte.enabled=true, sun.desktop=gnome, java.class.path=/home/student/tomcat/bin/bootstrap.jar:/home/student/tomcat/bin/tomcat-juli.jar, tomcat.version=8.5.41.0, java.vm.vendor=Ubuntu, openejb.home=/home/student/tomcat, openejb.system.apps=true, user.timezone=America/Chicago, os.name=Linux, java.vm.specification.version=11, sun.java.launcher=SUN_STANDARD, user.country=US, openejb.base=/home/student/.IntelliJIdea2019.3/system/tomcat/Unnamed_jey-blog, com.sun.management.jmxremote=, sun.cpu.endian=little, user.home=/home/student, hibernate.c3p0.max_statements=50, user.language=en, openejb.deployments.classpath=false, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, package.access=sun.,org.apache.catalina.,org.apache.coyote.,org.apache.jasper.,org.apache.tomcat., openejb.loader=tomcat-system, server.loader=, com.sun.management.jmxremote.access.file=/home/student/.IntelliJIdea2019.3/system/tomcat/Unnamed_jey-blog/jmxremote.access, hibernate.c3p0.max_size=20, java.naming.factory.initial=org.apache.naming.java.javaURLContextFactory, path.separator=:, org.apache.openejb.core.security.JaccProvider=org.apache.openejb.core.security.jacc.BasicJaccProvider, common.loader="/home/student/tomcat/lib","/home/student/tomcat/lib/*.jar","/home/student/tomcat/lib","/home/student/tomcat/lib/*.jar", hibernate.connection.username=****, os.version=5.3.0-45-generic, openejb.version=7.1.1, org.apache.security.jacc.EJBMethodPermission.methodInterfaces=BusinessLocalHome,BusinessRemoteHome,BusinessRemote,BusinessLocal, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/blog, java.vm.name=OpenJDK 64-Bit Server VM, openejb.scan.webapp.container.includes=.*(geronimo|mp-jwt|failsafe).*, java.vendor.url.bug=https://bugs.launchpad.net/ubuntu/+source/openjdk-lts, tomee.remote.support=true, catalina.home=/home/student/tomcat, user.dir=/home/student/tomcat/bin, bval.in-container=true, os.arch=amd64, openjpa.Log=org.apache.openejb.openjpa.JULOpenJPALogFactory, hibernate.connection.password=****, tomee.serialization.class.blacklist=-, tomee.serialization.class.whitelist=, shared.loader=, catalina.base=/home/student/.IntelliJIdea2019.3/system/tomcat/Unnamed_jey-blog, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@87f6d8c, noBanner=true, java.util.logging.manager=org.apache.juli.ClassLoaderLogManager, org.apache.webbeans.logger.WebBeansLoggerFacade=org.apache.openejb.cdi.logging.ContainerJULLoggerFactory, java.vm.info=mixed mode, sharing, java.vm.version=11.0.6+10-post-Ubuntu-1ubuntu118.04.1, hibernate.bytecode.use_reflection_optimizer=false, java.rmi.server.hostname=127.0.0.1, javax.security.jacc.PolicyConfigurationFactory.provider=org.apache.openejb.core.security.JaccProvider$Factory, connection.url=jdbc:mysql://localhost:3306/blog, java.class.version=55.0, authconfigprovider.factory=false}
[DEBUG] 2020-04-07 10:33:37.300 [http-nio-8080-exec-7] ClassLoaderAccessImpl - Not known whether passed class name [com.jeyblog.entity.Post] is safe
[DEBUG] 2020-04-07 10:33:37.300 [http-nio-8080-exec-7] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.jeyblog.entity.Post
[DEBUG] 2020-04-07 10:33:37.312 [http-nio-8080-exec-7] JaccIntegrator - Skipping JACC integration as it was not enabled
[DEBUG] 2020-04-07 10:33:37.314 [http-nio-8080-exec-7] SessionFactoryImpl - Instantiated session factory
[DEBUG] 2020-04-07 10:33:37.314 [http-nio-8080-exec-7] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@28bcfa04] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@5c8810ae]
[DEBUG] 2020-04-07 10:33:37.356 [http-nio-8080-exec-7] ClassLoaderAccessImpl - Not known whether passed class name [com.jeyblog.entity.Post] is safe
[DEBUG] 2020-04-07 10:33:37.357 [http-nio-8080-exec-7] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.jeyblog.entity.Post
[DEBUG] 2020-04-07 10:33:37.374 [http-nio-8080-exec-7] ClassLoaderAccessImpl - Not known whether passed class name [com.jeyblog.entity.Post] is safe
[DEBUG] 2020-04-07 10:33:37.375 [http-nio-8080-exec-7] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.jeyblog.entity.Post
[DEBUG] 2020-04-07 10:33:37.566 [http-nio-8080-exec-7] AbstractEntityPersister - Static SQL for entity: com.jeyblog.entity.Post
[DEBUG] 2020-04-07 10:33:37.567 [http-nio-8080-exec-7] AbstractEntityPersister -  Version select: select post_id from Post where post_id =?
[DEBUG] 2020-04-07 10:33:37.567 [http-nio-8080-exec-7] AbstractEntityPersister -  Snapshot select: select post_.post_id, post_.author as author2_0_, post_.category as category3_0_, post_.created_at as created_4_0_, post_.description as descript5_0_, post_.publication_date as publicat6_0_, post_.title as title7_0_, post_.updated_at as updated_8_0_ from Post post_ where post_.post_id=?
[DEBUG] 2020-04-07 10:33:37.567 [http-nio-8080-exec-7] AbstractEntityPersister -  Insert 0: insert into Post (author, category, created_at, description, publication_date, title, updated_at, post_id) values (?, ?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2020-04-07 10:33:37.568 [http-nio-8080-exec-7] AbstractEntityPersister -  Update 0: update Post set author=?, category=?, created_at=?, description=?, publication_date=?, title=?, updated_at=? where post_id=?
[DEBUG] 2020-04-07 10:33:37.568 [http-nio-8080-exec-7] AbstractEntityPersister -  Delete 0: delete from Post where post_id=?
[DEBUG] 2020-04-07 10:33:37.568 [http-nio-8080-exec-7] AbstractEntityPersister -  Identity insert: insert into Post (author, category, created_at, description, publication_date, title, updated_at) values (?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2020-04-07 10:33:37.590 [http-nio-8080-exec-7] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@39f5cf65]
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : author
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : category
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : createdAt
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : description
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : pubDate
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : title
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : updatedAt
[DEBUG] 2020-04-07 10:33:37.591 [http-nio-8080-exec-7] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2020-04-07 10:33:37.602 [http-nio-8080-exec-7] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2020-04-07 10:33:37.606 [http-nio-8080-exec-7] LoadPlanTreePrinter - LoadPlan(entity=com.jeyblog.entity.Post)
    - Returns
       - EntityReturnImpl(entity=com.jeyblog.entity.Post, querySpaceUid=<gen:0>, path=com.jeyblog.entity.Post)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.jeyblog.entity.Post)
          - SQL table alias mapping - post0_
          - alias suffix - 0_
          - suffixed key columns - {post_id1_0_0_}

[DEBUG] 2020-04-07 10:33:37.609 [http-nio-8080-exec-7] EntityLoader - Static select for entity com.jeyblog.entity.Post [NONE]: select post0_.post_id as post_id1_0_0_, post0_.author as author2_0_0_, post0_.category as category3_0_0_, post0_.created_at as created_4_0_0_, post0_.description as descript5_0_0_, post0_.publication_date as publicat6_0_0_, post0_.title as title7_0_0_, post0_.updated_at as updated_8_0_0_ from Post post0_ where post0_.post_id=?
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7dc980d9]
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : author
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : category
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : createdAt
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : description
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : pubDate
[DEBUG] 2020-04-07 10:33:37.610 [http-nio-8080-exec-7] MetamodelGraphWalker - Visiting attribute path : title
